user_id	post_type	post_id
2333214	answer	22694723
1289495	answer	22667787
591282	answer	22667348
1414562	answer	22667267
1356145	answer	22627266
1265216	answer	22491501
249867	answer	22491295
980799	answer	22324961
965051	answer	22325158
2220391	answer	22325002
2281280	answer	22324855
2211053	answer	22272073
3170478	answer	22101394
463205	answer	22101241
449455	answer	22018291
3223599	answer	21967561
984861	answer	21966226
2065702	answer	21791747
3041194	answer	21798979
2876280	answer	21790125
870949	answer	21733426
2993986	answer	21733044
3041194	answer	21607818
816620	answer	21150313
350231	answer	21150034
3041194	answer	21149997
3041194	answer	21082595
1727038	answer	21006616
3118450	answer	20848692
2065702	answer	20822323
681895	answer	20633270
926594	answer	20437698
260640	answer	20437665
3075664	answer	20437654
2093626	answer	20411274
3025259	answer	20341495
1567176	answer	20329639
2695742	answer	20327638
2026065	answer	20323547
805003	answer	20289286
2329962	answer	20289929
3049246	answer	20289307
1582196	answer	20174201
3023877	answer	20168601
2914742	answer	20122707
563535	answer	20024350
2999947	answer	20024506
302793	answer	19767393
1145578	answer	14945723
257182	answer	10646401
575527	answer	10646360
986551	answer	10394040
1001563	answer	10394097
1829219	answer	19741610
623178	answer	19663533
2796349	answer	19592052
1278604	answer	19591434
2588368	answer	19528526
255376	answer	19508140
1921385	answer	19496816
1401094	answer	19496004
1165535	answer	19496229
2208058	answer	19407990
2266713	answer	19408065
2049063	answer	19342632
2875033	answer	19342624
1802970	answer	19118265
2323059	answer	19018225
114251	answer	18981142
114251	answer	18951703
1723626	answer	18951759
1014032	answer	18934463
454533	answer	18934454
2802163	answer	18934435
1947677	answer	18889047
1488021	answer	18889279
2590980	answer	18889064
1136371	answer	18889168
2472289	answer	18889145
2660181	answer	18889023
1009413	answer	18852716
2201975	answer	18852383
49294	answer	18807579
2779757	answer	18807593
408318	answer	18807507
848164	answer	18807522
2758769	answer	18802754
2666313	answer	18683795
1921385	answer	18613904
3575029	answer	18613179
31671	answer	18607890
2668119	answer	18607918
538901	answer	18486263
2788	answer	18456099
688422	answer	17825271
2487355	answer	17552875
128165	answer	17552871
1112154	answer	17552719
363341	answer	17523845
837251	answer	17520007
1584898	answer	16694335
1005975	answer	16577309
653882	answer	5312787
1144916	answer	15136503
949476	answer	15136850
847135	answer	15136679
1620827	answer	15091792
1550807	answer	14847210
949476	answer	14847211
1400897	answer	14847229
781020	answer	14847222
2060505	answer	14847192
1910265	answer	14834735
884934	answer	14593297
815386	answer	14572719
1459299	answer	14571900
1729773	answer	14151649
840604	answer	14151606
22550	answer	14116823
1166683	answer	13456351
1402433	answer	12311765
1335954	answer	12311845
676755	answer	12311792
1572095	answer	12311789
1550807	answer	12311785
670396	answer	12311776
741747	answer	12311771
583301	answer	12311766
1645503	answer	12311764
1550807	answer	12234344
1428241	answer	11540016
1614825	answer	12122399
887728	answer	11830578
1322469	answer	11830461
695749	answer	11830438
1171241	answer	11830423
1456376	answer	11540089
1399491	answer	11322157
816620	answer	11322408
527617	answer	10583059
1154893	answer	10566045
157247	answer	10562856
1070844	answer	10531422
1386886	answer	9943559
1265216	answer	9688352
1158729	answer	9179829
410856	answer	9168574
1019753	answer	9037764
752738	answer	9037587
950669	answer	7824403
162698	answer	7650475
1617926	answer	7650460
638649	answer	6006003
417562	answer	6351078
719312	answer	6351072
188993	answer	6263541
778669	answer	6195948
419970	answer	6005859
139054	answer	5756862
129346	answer	5756417
361610	answer	5756478
157601	answer	5756406
637740	answer	5312783
513021	answer	5312880
405143	answer	5292919
349326	answer	4923737
528262	answer	4923494
480513	answer	4923462
33560	answer	4596176
34088	answer	4596097
